1032579301,41,113
1032596961,105,127
1032616961,61,114
1032636961,47,99
1032656961,38,96
1032676961,76,121
1032696961,40,98
1032716961,34,100
1032736961,105,120
1032756961,38,172
1032776961,24,115
1032796961,50,188
1032816961,65,121
1032836961,31,101
1032856961,42,104
1032876961,79,146
1032896961,46,89
1032916961,35,101
1032936961,90,182
1032956961,60,96
1032976961,35,105
1032996961,37,146
1033016961,50,110
1033036961,23,93
1033056961,34,104
1033076961,68,123
1033096961,43,89
1033116961,44,103
1033136961,57,128
1033156961,46,108
1033176961,40,105
1033196961,39,176
1033216961,61,110
1033236961,35,106
1033256961,38,106
1033276961,64,115
1033296961,79,80
1033316961,34,94
1033336961,73,115
1033356961,49,104
1033376961,29,96
1033396961,24,118
1033416961,54,119
1033436961,39,105
1033456961,35,104
1033476961,61,116
1033496961,24,91
1033516961,24,100
1033536961,65,120
1033556961,46,138
1033576961,37,107
1033596961,82,127
1033616961,47,122
1033636961,44,138
1033656961,84,137
1033676961,53,105
1033696961,36,104
1033716961,45,119
1033736961,50,118
1033756961,39,99
1033776961,39,131
1033796961,59,111
1033816961,17,90
1033836961,40,100
1033856961,73,124
1033876961,51,100
1033896961,36,106
1033916961,90,137
1033936961,44,97
1033956961,36,102
1033976961,37,157
1033996961,81,192
1034016961,50,93
1034036961,35,119
1034056961,58,115
1034076961,26,94
1034096961,38,101
1034116961,75,85
1034136961,34,112
1034156961,39,108
1034176961,66,99
1034196961,47,93
1034216961,42,88
1034236961,52,131
1034256961,47,107
1034276961,36,97
1034296961,74,170
1034316961,65,113
1034336961,38,97
1034356961,24,89
1034376961,67,106
1034396961,54,95
1034416961,27,83
1034436961,47,110
1034456961,46,108
1034476961,37,103
1034496961,169,131
1034516961,53,104
1034536961,37,96
1034556961,95,114
1034576961,51,108
1034596961,42,100
1034616961,49,98
1034636961,60,106
1034656961,37,105
1034676961,38,102
1034696961,68,119
1034716961,50,102
1034736961,38,102
1034756961,88,133
1034776961,42,98
1034796961,42,102
1034816961,177,152
1034836961,54,104
1034856961,57,146
1034876961,34,206
1034896961,56,100
1034916961,40,95
1034936961,53,161
1034956961,68,106
1034976961,45,109
1034996961,36,97
1035016961,100,97
1035036961,45,103
1035056961,40,102
1035076961,41,131
1035096961,48,96
1035116961,49,119
1035136961,36,154
1035156961,57,116
1035176961,40,93
1035196961,39,110
1035216961,86,102
1035236961,51,90
1035256961,68,78
1035276961,87,133
1035296961,54,99
1035316961,40,92
1035336961,117,115
1035356961,51,103
1035376961,39,104
1035396961,36,153
1035416961,56,102
1035436961,31,91
1035456961,36,98
1035476961,71,122
1035496961,49,100
1035516961,33,138
1035536961,76,128
1035556961,49,105
1035576961,38,99
1035596961,33,161
1035616961,50,110
1035636961,31,97
1035656961,37,125
1035676961,60,106
1035696961,33,127
1035716961,28,90
1035736961,83,103
1035756961,51,97
1035776961,41,98
1035796961,41,136
1035816961,60,106
1035836961,54,86
1035856961,36,93
1035876961,73,110
1035896961,52,96
1035916961,30,98
1035936961,128,150
1035956961,56,91
1035976961,47,82
1035996961,43,90
1036016961,50,114
1036036961,46,82
1036056961,27,88
1036076961,59,110
1036096961,53,92
1036116961,43,90
1036136961,34,149
1036156961,59,103
1036176961,39,88
1036196961,36,87
1036216961,74,105
1036236961,45,74
1036256961,36,87
1036276961,84,125
1036296961,53,93
1036316961,43,135
1036336966,118,128
1036356966,50,95
1036376965,37,83
1036396966,37,163
1036416966,61,146
1036436965,30,78
1036456965,38,93
1036476966,71,103
1036496965,31,84
1036516966,41,114
1036536966,51,101
1036556966,53,88
1036576966,44,86
1036596966,34,126
1036616966,51,96
1036636965,28,83
1036656965,40,87
1036676966,73,108
1036696966,50,84
1036716966,52,86
